id,index,label,kind,use_scene,icon_name,flag_names,official_source,visual_family,drawing_brief,replacement_state,art_status,runtime_bitmap_symbol,runtime_encoding,acceptance_rule,official_coverage,replacement_contract
CAT-090,90,WIG,item,play,Wig,"['adult_only', 'reusable']",item/shop behavior reference,hair/wig silhouette,Draw `WIG` as a 16x16 hair/wig silhouette; key cue: hair cap cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[90],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-091,91,WINGS,item,play,Wings,"['adult_only', 'reusable']",item/shop behavior reference,paired wing silhouette,Draw `WINGS` as a 16x16 paired wing silhouette; key cue: paired wings cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[91],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-092,92,DOLL 2,item,play,Doll,['reusable'],item/shop behavior reference,small doll/person silhouette,Draw `DOLL 2` as a 16x16 small doll/person silhouette; key cue: small doll cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[92],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-093,93,MAKE-UP,item,play,Makeup,['adult_only'],item/shop behavior reference,make-up compact/mirror silhouette,Draw `MAKE-UP` as a 16x16 make-up compact/mirror silhouette; key cue: compact/mirror cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[93],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-094,94,SHAVER,item,play,Shaver,"['adult_only', 'reusable']",item/shop behavior reference,shaver/razor silhouette,Draw `SHAVER` as a 16x16 shaver/razor silhouette; key cue: shaver cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[94],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-095,95,TAMA DRINK,item,play,TamaDrink,['adult_only'],item/shop behavior reference,item silhouette,Draw `TAMA DRINK` as a 16x16 item silhouette; key cue: bottle/can cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[95],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-096,96,ICE CREAM,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `ICE CREAM` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[96],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-097,97,SODA,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `SODA` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[97],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-098,98,WAFFLE,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `WAFFLE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[98],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-099,99,SUNDAE,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `SUNDAE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[99],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-100,100,SHAVED ICE,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `SHAVED ICE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[100],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-101,101,PIZZA,food,meal,icon_1,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `PIZZA` as a 16x16 meal silhouette with plate/bowl readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[101],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-102,102,SWEET POTATO,food,snack,icon_0,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `SWEET POTATO` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[102],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-103,103,MILK,food,meal,icon_3,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `MILK` as a 16x16 meal silhouette with plate/bowl readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[103],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-104,104,FRUIT JUICE,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `FRUIT JUICE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[104],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-105,105,GRAPES,food,snack,icon_7,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `GRAPES` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[105],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-106,106,CANDY,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `CANDY` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[106],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-107,107,POPCORN,food,snack,icon_4,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `POPCORN` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[107],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-108,108,GUM,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `GUM` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[108],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-109,109,DANGO,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `DANGO` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[109],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-110,110,CREAM PUFF,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `CREAM PUFF` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[110],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-111,111,ENERGY DRINK,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `ENERGY DRINK` as a 16x16 snack silhouette with compact object readability; key cue: bottle/can cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[111],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-112,112,PENCIL,item,study,Pencil,['adult_only'],PENCIL,diagonal pencil silhouette,Draw `PENCIL` as a 16x16 diagonal pencil silhouette; key cue: diagonal pencil cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[112],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",PENCIL,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-113,113,PLANT,item,play,Plant,[],item/shop behavior reference,plant/pot silhouette,Draw `PLANT` as a 16x16 plant/pot silhouette; key cue: sprout/pot cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[113],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-114,114,UMBRELLA,item,play,Umbrella,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `UMBRELLA` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[114],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-115,115,SUNGLASSES,item,play,Glasses,"['adult_only', 'reusable']",item/shop behavior reference,glasses silhouette,Draw `SUNGLASSES` as a 16x16 glasses silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[115],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-116,116,BOW,item,play,Bow,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `BOW` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[116],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-117,117,DRUM,item,music,Drum,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `DRUM` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[117],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-118,118,SHOVEL,item,play,Shovel,[],SHOVEL,shovel silhouette,Draw `SHOVEL` as a 16x16 shovel silhouette; key cue: shovel cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[118],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",SHOVEL,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-119,119,ROLLER BLADES,item,play,Skates,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `ROLLER BLADES` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[119],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-120,120,BALLOON,item,play,Balloon,"['reusable', 'child_plus']",BALLOON,balloon silhouette,Draw `BALLOON` as a 16x16 balloon silhouette; key cue: balloon plus string cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[120],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",BALLOON,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-121,121,BOW TIE,item,play,BowTie,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `BOW TIE` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[121],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-122,122,CAP,item,play,Cap,"['adult_only', 'reusable']",CAP,item silhouette,Draw `CAP` as a 16x16 item silhouette matching its gameplay/use semantic.,accepted_reference,official_source_override,kCatalogEntryBitmaps[122],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",CAP,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-123,123,MUSIC,item,music,icon_6,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `MUSIC` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[123],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-124,124,CHIKUWA,food,meal,icon_1,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `CHIKUWA` as a 16x16 meal silhouette with plate/bowl readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[124],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-125,125,CREAM PUFF,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `CREAM PUFF` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[125],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-126,126,DANGO,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `DANGO` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[126],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-127,127,ESCARGOT,food,meal,icon_1,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `ESCARGOT` as a 16x16 meal silhouette with plate/bowl readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[127],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-128,128,GUM,food,snack,icon_5,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `GUM` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[128],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-129,129,MARRON CAKE,food,snack,icon_6,['snack'],food/snack behavior reference,snack silhouette with compact object readability,Draw `MARRON CAKE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[129],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-130,130,RICE BALL,food,meal,icon_0,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `RICE BALL` as a 16x16 meal silhouette with plate/bowl readability; key cue: round ball cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[130],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-131,131,SAUSAGE,food,meal,icon_1,[],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `SAUSAGE` as a 16x16 meal silhouette with plate/bowl readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[131],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-132,132,ACTION FIG,item,play,Character,['reusable'],item/shop behavior reference,item silhouette,Draw `ACTION FIG` as a 16x16 item silhouette; key cue: small figure/person cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[132],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-133,133,BLDG BLOCK,item,play,icon_4,"['reusable', 'teen_plus']",item/shop behavior reference,item silhouette,Draw `BLDG BLOCK` as a 16x16 item silhouette; key cue: stacked block cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[133],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-134,134,BOOM BOX,item,music,icon_6,['reusable'],item/shop behavior reference,item silhouette,Draw `BOOM BOX` as a 16x16 item silhouette; key cue: boombox speaker cue; box/gift cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[134],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
